,last_scraped,name,description,neighborhood_overview,picture_url,host_name,host_since,host_about,host_response_time,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,bathrooms_text,amenities,calendar_updated,has_availability,calendar_last_scraped,last_review,license,instant_bookable,id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
2031,18/09/2024,"bed in a 6-Bed mixed dorm ,Shared Bathroom 6","with 12-man shared bathroom, WIFI, bed linen, and storage<br />Breakfast buffet is available for ‚Äö√á¬® 7.00 including juices, coffee and tea.<br />The reception is open 24 hours.<br />""Late Check Out"" is possible after prior agreement!<br />Padlock: 5,00 ‚Äö√á¬® deposit<br />Keycard: 2,00 ‚Äö√á¬® deposit","Welcome Traveler.<br />The Singer Hostel and  Apartment is located right in the center of Berlin. All major attractions are easily accessible and there are plenty of opportunities to have fun in the most trendy suburbs of Berlin - Friedrichshain, Kreuzberg (East Side Gallery, Bars, Clubs, Mercedes Benz Arena, subculture), Prenzlauer Berg (coffee shops, restaurants, shopping streets) and Mitte (tourist attractions).",https://a0.muscache.com/pictures/a90b750f-1304-4f06-ad01-089e3f122b83.jpg,Singer Hostel Berlin,19/08/2013,"Ich bin 38 R‚àö¬ßume gro‚àö√º / schwer
Bin zentral gelegen, habe helle , ger‚àö¬ßumige Zimmer, fr‚àö¬∫hst‚àö¬∫cke gern bis 11:00 Uhr.
Habe gern einen Drink an der Bar mit Freunden aus aller Welt.
Spiele gern Pool Billard und Table Kicker in der Bar",within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in hostel,Shared room,1.5 shared baths,"[""Elevator"", ""Outdoor shower"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Shampoo"", ""Exterior security cameras on property"", ""First aid kit"", ""Kitchen"", ""Pool table"", ""Bed linens"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hot water"", ""Smoke alarm"", ""Self check-in"", ""Refrigerator"", ""Hangers"", ""Shower gel"", ""Books and reading material"", ""Room-darkening shades"", ""Wifi""]",20/05/2019,t,18/09/2024,23/06/2024,"Legal entity name and Legal form: Odysseehostel GmbH &amp; Co KG <br/>Legal representatives or Trade register number: Susan Jurisch <br/> Entity address: Singerstr. 109, 10179, Berlin, Deutschland <br/>Listing address: Singerstr. 109, 10179, Berlin, Deutschand",f,9872881.0,1.0,0.93,1.8,2.6,6.0,1.5,1.0,1.7,54.0,1.0,14.0,17.0,43,163,88.0,5.0,0.0,4.49,4.62,4.39,4.73,4.63,4.44,4.5,0.83
2040,19/09/2024,Sweet Bed inside DDRstyle Apartment,"Hi, I am currently living in this sweet Apartment, but my roommate needs to leave for couple weeks. <br />So we rent it out. <br />You will share the DDR-style studio apartment with me, and we have our own toilet and kitchen. Location is great!","Right in the heart of ""Wrangelkiez"", there's a wealth of boutique caf‚àö¬©s, shops, markets, restaurants and bars just around the corner.<br /><br />The Berlin Wall and River Spree are on the doorstep and the 10 minute walk to get there across the iconic Oberbaum Bridge is recommended.<br /><br />Hop across the river into Friedrichshain on a Sunday and you'll find the long-time fleamarket at Boxhagener Platz. Stop off on the way for a walk through RAW: a mash of small cultural offerings including bars, markets, a climbing centre and swimming pool in summer.<br /><br />Feel free to message me if you want any specific advise on things to do.",https://a0.muscache.com/pictures/da44bb1d-c0fb-4a80-8bd5-75962486f90e.jpg,Ayu,02/08/2014,"I enjoy cooking, staying at a lovely home and shopping in a local market.
So when I search a home in airbnb I love to see the decoration and the feel to stay inside.  I love metro and industrial style.  I enjoy traveling to taiwan,  as you can live so comfortable there.  They had a good dynamic of everything. ",within a day,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in rental unit,Shared room,1 shared bath,"[""Breakfast"", ""Washer"", ""Iron"", ""Hair dryer"", ""Heating"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Shampoo""]",20/05/2019,t,19/09/2024,01/01/2024,"First name and Last name: Dr. Monika Donke-M‚àö¬∫ller <br/> Contact address: Gleyeweg 33, 10318, Berlin, Deutschland <br/>Listing address: Charlotte-E.-Pauly-Str. 16, 12587, Berlin, Deutschland",f,9956966.0,1.0,0.91,1.0,1.0,1.0,1.2,1.0,2.0,115.0,92.0,1125.0,0.0,0,0,0.0,0.0,0.0,4.9,4.8,4.9,4.9,4.8,4.8,4.9,0.4
2134,18/09/2024,‚Äì√∫‚Äì¬µ‚Äî√Ö‚Äî√á‚Äì√¶ ‚Äì‚â§ ‚Äì‚à´‚Äì√¶‚Äì¬∫‚ÄìŒ©‚Äì‚àû‚Äî√á‚Äì¬µ,Shared room,"Prenzlauerberg is a very nice area. The neighborhood is full of Cafes, Restaurants and shops.",https://a0.muscache.com/pictures/06713911-6f1f-4616-be51-01d2720db89e.jpg,Renting,30/12/2015,"We rent an apartaments in Berlin for tourists and we do everything to make their stay comfortable.
",a few days or more,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in rental unit,Shared room,0 shared baths,"[""Hangers"", ""Dishes and silverware"", ""Washer"", ""Heating"", ""Wifi"", ""Kitchen""]",20/05/2019,t,18/09/2024,22/12/2021,07/Z/RA/006408-18,f,10395161.0,1.0,0.37,1.8,2.6,1.0,1.1,1.0,1.0,17.0,92.0,180.0,25.0,25,182,9.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.8,0.09
2152,19/09/2024,Furnished big and bright room in Bergmannkiez,Helloo! <br /><br />I am renting my nice bright room for short-term.,"All kinds of cuisines can be enjoyed within 5-minute walk radius from the flat. It's very close to the Bergmannstrasse. <br /><br />The supermarkets Netto, Edeka, Bio Company, Rossman, DM and more are reachable within 5-minutes walking distance.",https://a0.muscache.com/pictures/a7b579b8-7e04-4a37-a26f-f7dff9deaa56.jpg,Sedef,22/07/2014,"Hi ! We are hosts & hoteliers.

We furnished our apartment in the way we would love to live whilst travelling.
Looking forward to welcome you in one of the most honest areas of Berlin - Berlin Sch‚àö‚àÇneberg's Crellekiez.",within a day,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in rental unit,Shared room,1 shared bath,"[""Host greets you"", ""Hangers"", ""First aid kit"", ""Washer"", ""Free street parking"", ""Iron"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Essentials"", ""Kitchen""]",20/05/2019,t,19/09/2024,31/07/2018,"Legal entity name and Legal form: Jens Strobl Beherbergungsbetrieb e.K. <br/>Legal representatives or Trade register number: Jens Strobl <br/> Entity address: Crellestra‚àö√ºe 22, 10827, Berlin, Deutschland <br/>Listing address: Crellestra‚àö√ºe 22, 10827, Berlin, Deutschland",t,10411401.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,2.0,181.0,92.0,1125.0,0.0,0,0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01
2220,19/09/2024,‚Äì√∫‚Äì¬µ‚Äî√Ö‚Äî√á‚Äì√¶ ‚Äì‚â§ ‚Äì‚à´‚Äì√¶‚Äì¬∫‚ÄìŒ©‚Äì‚àû‚Äî√á‚Äì¬µ,Space in a shared room,"The neighbourhood invites you to stroll, bike and boat tours as well as shopping trips or visits to museums and galleries.",https://a0.muscache.com/pictures/39e95999-2edb-4c7c-9091-9cf8ef679bcd.jpg,Renting,30/12/2015,"We rent an apartaments in Berlin for tourists and we do everything to make their stay comfortable.
",a few days or more,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in rental unit,Shared room,0 shared baths,"[""Hangers"", ""Washer"", ""Heating"", ""Wifi"", ""Kitchen""]",20/05/2019,t,19/09/2024,28/05/2023,11/Z/RA/002711-23,f,11174367.0,1.0,0.37,1.8,2.6,1.0,1.1,1.0,1.0,17.0,92.0,190.0,1.0,1,1,7.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.8,0.07
2246,18/09/2024,"bed in a 6-Bedroom mixed, Ensuite  No. 5","with en-suite bathroom,  WIFI, bed linen, and storage<br />Breakfast buffet is available for ‚Äö√á¬® 7.00 including juices, coffee and tea.<br />The reception is open 24 hours.<br />""Late Check Out"" is possible after prior agreement!<br />Padlock: 5,00 ‚Äö√á¬® deposit<br />Keycard: 2,00 ‚Äö√á¬® deposit","Welcome Traveler.<br />The Singer Hostel and  Apartment is located right in the center of Berlin. All major attractions are easily accessible and there are plenty of opportunities to have fun in the most trendy suburbs of Berlin - Friedrichshain, Kreuzberg (East Side Gallery, Bars, Clubs, Mercedes Benz Arena, subculture), Prenzlauer Berg (coffee shops, restaurants, shopping streets) and Mitte (tourist attractions).",https://a0.muscache.com/pictures/ea52aeb2-c5fa-48cc-a232-faa3d97974a3.jpg,Singer Hostel Berlin,19/08/2013,"Ich bin 38 R‚àö¬ßume gro‚àö√º / schwer
Bin zentral gelegen, habe helle , ger‚àö¬ßumige Zimmer, fr‚àö¬∫hst‚àö¬∫cke gern bis 11:00 Uhr.
Habe gern einen Drink an der Bar mit Freunden aus aller Welt.
Spiele gern Pool Billard und Table Kicker in der Bar",within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in hostel,Shared room,1 shared bath,"[""Body soap"", ""Elevator"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Shampoo"", ""Exterior security cameras on property"", ""Kitchen"", ""Pool table"", ""Bed linens"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hot water"", ""Smoke alarm"", ""Self check-in"", ""Refrigerator"", ""Hangers"", ""Shower gel"", ""Books and reading material"", ""Room-darkening shades"", ""Wifi""]",20/05/2019,t,18/09/2024,23/06/2024,"Legal entity name and Legal form: Odysseehostel GmbH &amp; Co KG <br/>Legal representatives or Trade register number: Susan Jurisch <br/> Entity address: Singerstr. 109, 10179, Berlin, Deutschland <br/>Listing address: Singerstr. 109, 10179, Berlin, Deutschland",f,11286561.0,1.0,0.93,1.8,2.6,6.0,1.0,1.0,1.7,55.0,1.0,14.0,19.0,49,169,52.0,6.0,0.0,4.63,4.73,4.67,4.62,4.77,4.54,4.48,0.51
2413,18/09/2024,"bed in a 8-bed dorm mixed Ensuite ,Kitchen 1","with shared bathroom, kitchen, WIFI, bed linen, and lockers.<br />Breakfast buffet is available for ‚Äö√á¬® 7.00 including juices, coffee and tea.<br />The reception is open 24 hours.<br />""Late Check Out"" is possible after prior agreement!<br />Padlock: 5,00 ‚Äö√á¬® deposit<br />Keycard: 2,00 ‚Äö√á¬® deposit","Welcome Traveler.<br />The Singer Hostel and  Apartment is located right in the center of Berlin. All major attractions are easily accessible and there are plenty of opportunities to have fun in the most trendy suburbs of Berlin - Friedrichshain, Kreuzberg (East Side Gallery, Bars, Clubs, Mercedes Benz Arena, subculture), Prenzlauer Berg (coffee shops, restaurants, shopping streets) and Mitte (tourist attractions).",https://a0.muscache.com/pictures/2c158a50-2bd1-46ea-81d8-56a53b317e78.jpg,Singer Hostel Berlin,19/08/2013,"Ich bin 38 R‚àö¬ßume gro‚àö√º / schwer
Bin zentral gelegen, habe helle , ger‚àö¬ßumige Zimmer, fr‚àö¬∫hst‚àö¬∫cke gern bis 11:00 Uhr.
Habe gern einen Drink an der Bar mit Freunden aus aller Welt.
Spiele gern Pool Billard und Table Kicker in der Bar",within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in hostel,Shared room,1.5 shared baths,"[""Body soap"", ""Elevator"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Building staff"", ""Shampoo"", ""Paid parking off premises"", ""Exterior security cameras on property"", ""First aid kit"", ""Kitchen"", ""Pool table"", ""Bed linens"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hot water"", ""Smoke alarm"", ""Self check-in"", ""Refrigerator"", ""Hangers"", ""Shower gel"", ""Books and reading material"", ""Room-darkening shades"", ""Central heating"", ""Wifi""]",20/05/2019,t,18/09/2024,16/06/2024,"Legal entity name and Legal form: Odysseehostel GmbH &amp; Co KG <br/>Legal representatives or Trade register number: Susan Jurisch <br/> Entity address: Singerstr. 109, 10179, Berlin, Deutschland <br/>Listing address: Singerstr. 109, 10179, Berlin, Deutschland",f,11704581.0,1.0,0.93,1.8,2.6,2.7,1.5,1.0,1.7,46.0,1.0,14.0,15.0,45,255,55.0,6.0,0.0,4.45,4.76,4.58,4.74,4.56,4.48,4.56,0.55
2522,19/09/2024,Yachtclub,Room in boat in yard,"-Shops, restaurants, bars, clubs, galleries, the canal, markets, sightseeing, bike rental, .... Everything in walking distance!<br />-Uniquely, vibrant and young surrounding<br />-Very good connection to public transport",https://a0.muscache.com/pictures/1328b7e8-178f-4935-9eeb-34477d4fbd93.jpg,Tiphaine,13/05/2016,"From Toronto Canada, living overseas since 2012. I love my two fur babies! I'm a designer by trade, I love to travel and explore abstract painting. A wanna-be foodie!",within a day,f,"['email', 'phone', 'work_email']",t,f,"Berlin, Germany",Shared room in boat,Shared room,1 shared bath,"[""Wifi"", ""Kitchen"", ""Washer"", ""Essentials""]",20/05/2019,t,19/09/2024,14/05/2016,02/Z/AZ/911658-19,f,13012064.0,1.0,1.0,1.0,1.0,2.0,1.2,1.0,2.0,30.0,92.0,1125.0,0.0,0,0,1.0,0.0,0.0,5.0,5.0,4.8,5.0,5.0,5.0,5.0,0.01
2535,19/09/2024,Sunny cozy flat with balcony,"My beautiful home gives me the calmness I need, yet also the attraction when I need to go out. I love the morning breakfasts or evening wine on my balcony looking to a park. The fully equipped kitchen is ready to cook luscious meals (inc. dishwasher). During the gray winter days, thanks to the huge windows, I have brightness in my home.  <br /><br />There are really nice cafes and bars that I'm a regular as well. It takes 10-15 minutes to go to Alexanderplatz  and 20-25 minutes to Kottbusser Tor.","I have been living in Neuk‚àö‚àÇlln before, where is a vibrant neighborhood in Berlin. Besides being able to easily reach my old neighborhood in Berlin (20 min to Kottbusser Tor, where you can find lots of attractions), I have been visiting rad performance venues (Uferstudios, Silent Green Kulturquartier, Studio8, Gr‚àö¬∫nthaler 9...), exhibition spaces (Savvy Contemporary, uqbar -- 10 min to Mitte that most of the galleries and museums are) and really good caf‚àö¬©s&bars and restaurants (Cafe Pf‚àö‚àÇrtner, Stranero, Uferlos, Moos, Du Jardin...) in the neighborhood.",https://a0.muscache.com/pictures/62c500f2-7fb2-4fe8-8b36-baff322b3210.jpg,G‚àö‚àÇksu,08/09/2012,"Hey I'm G‚àö‚àÇksu. I love chilling at my home seeing performances or just having wine w friends. I'm a writer who is working with art magazines and blogs, mainly focused on contemproary dance and performance art. Besides that, I have flash fictions as well.
",within a day,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in rental unit,Shared room,1 shared bath,"[""Dryer"", ""Pets allowed"", ""Elevator"", ""Hot tub"", ""Host greets you"", ""Hangers"", ""Free parking on premises"", ""Washer"", ""Hair dryer"", ""Heating"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Essentials""]",20/05/2019,t,19/09/2024,29/04/2019,11/Z/RA/001396-18,t,13058890.0,1.0,0.9,1.0,3.0,2.0,1.2,1.0,2.0,120.5,92.0,1125.0,0.0,0,0,16.0,0.0,0.0,4.5,4.75,4.63,4.81,4.56,4.8,4.56,0.16
2603,19/09/2024,Cosy room in big apartment near Sprengelkiez,I offer a room shared with me. It is a large quiet room in an apartment near Sprengelkiez. Public transport is very easy to reach. There are various shopping facilities nearby. We'll share the room.,"close to supermarkets, bars, caf‚àö¬© and parks (Hasenheide, Tempelhofer Feld)",https://a0.muscache.com/pictures/6f2e828a-0c5f-4518-95fd-3b6e4472c368.jpg,Maru,30/05/2016,"Hallo, ich komme mit Hund, um meinen Sohn vom Bahnhof abzuholen . Wo kann ich bei euch parken ? Liebe Gr‚àö¬∫‚àö√ºe 
Anja",within a day,f,"['email', 'phone']",t,f,"Berlin, Germany",Shared room in rental unit,Shared room,1 shared bath,"[""Wifi"", ""Kitchen"", ""Washer"", ""Essentials""]",20/05/2019,t,19/09/2024,03/01/2017,06/Z/RA/002526-18,f,13269263.0,1.0,1.0,1.0,1.0,2.0,1.2,1.0,2.0,170.0,92.0,1125.0,0.0,0,0,6.0,0.0,0.0,4.5,4.9,4.67,4.67,4.83,4.67,4.83,0.06
2830,18/09/2024,"6-Bed mixed dorm ,Shared Bathroom 10","with 12-man communal bathroom, WIFI, bed linen, and storage<br />Breakfast buffet is available for ‚Äö√á¬® 7.00 including juices, coffee and tea.<br />The reception is open 24 hours.<br />""Late Check Out"" is possible after prior agreement!<br />Padlock: 5,00 ‚Äö√á¬® deposit<br />Keycard: 2,00 ‚Äö√á¬® deposit","Welcome Traveler.<br />The Singer Hostel and  Apartment is located right in the center of Berlin. All major attractions are easily accessible and there are plenty of opportunities to have fun in the most trendy suburbs of Berlin - Friedrichshain, Kreuzberg (East Side Gallery, Bars, Clubs, Mercedes Benz Arena, subculture), Prenzlauer Berg (coffee shops, restaurants, shopping streets) and Mitte (tourist attractions).",https://a0.muscache.com/pictures/44d0c12a-5ad0-426f-b10d-07b19772fe0d.jpg,Singer Hostel Berlin,19/08/2013,"Ich bin 38 R‚àö¬ßume gro‚àö√º / schwer
Bin zentral gelegen, habe helle , ger‚àö¬ßumige Zimmer, fr‚àö¬∫hst‚àö¬∫cke gern bis 11:00 Uhr.
Habe gern einen Drink an der Bar mit Freunden aus aller Welt.
Spiele gern Pool Billard und Table Kicker in der Bar",within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in hostel,Shared room,1.5 shared baths,"[""Body soap"", ""Elevator"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Shampoo"", ""Exterior security cameras on property"", ""First aid kit"", ""Kitchen"", ""Pool table"", ""Bed linens"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hot water"", ""Smoke alarm"", ""Self check-in"", ""Refrigerator"", ""Hangers"", ""Shower gel"", ""Books and reading material"", ""Wifi""]",20/05/2019,t,18/09/2024,26/07/2024,"Legal entity name and Legal form: Odysseehostel GmbH &amp; Co. KG <br/>Legal representatives or Trade register number: Susan Jurisch <br/> Entity address: Singerstr. 109, 10179, Berlin, Deutschland <br/>Listing address: Singerstr. 109, 10179, berlin, Deutschland",f,15135449.0,1.0,0.93,1.8,2.6,6.0,1.5,1.0,1.7,186.0,1.0,21.0,15.0,41,161,19.3,10.0,0.0,4.57,4.8,4.57,4.8,4.84,4.54,4.61,1.26
2831,18/09/2024,"Bed in a 6-Bed mixed dorm ,Shared Bathroom 11","with 12-man communal bathroom, WIFI, bed linen, and storage<br />Breakfast buffet is available for ‚Äö√á¬® 7.00 including juices, coffee and tea.<br />The reception is open 24 hours.<br />""Late Check Out"" is possible after prior agreement!<br />Padlock: 5,00 ‚Äö√á¬® deposit<br />Keycard: 2,00 ‚Äö√á¬® deposit<br />If you wanna stay privat you need to pay for all beds in the room !!!!","Welcome Traveler.<br />The Singer Hostel and  Apartment is located right in the center of Berlin. All major attractions are easily accessible and there are plenty of opportunities to have fun in the most trendy suburbs of Berlin - Friedrichshain, Kreuzberg (East Side Gallery, Bars, Clubs, Mercedes Benz Arena, subculture), Prenzlauer Berg (coffee shops, restaurants, shopping streets) and Mitte (tourist attractions).",https://a0.muscache.com/pictures/58dfd129-8ec7-4ea3-a5da-5d39666f8c7d.jpg,Singer Hostel Berlin,19/08/2013,"Ich bin 38 R‚àö¬ßume gro‚àö√º / schwer
Bin zentral gelegen, habe helle , ger‚àö¬ßumige Zimmer, fr‚àö¬∫hst‚àö¬∫cke gern bis 11:00 Uhr.
Habe gern einen Drink an der Bar mit Freunden aus aller Welt.
Spiele gern Pool Billard und Table Kicker in der Bar",within an hour,f,"['email', 'phone']",t,t,"Berlin, Germany",Shared room in hostel,Shared room,1 shared bath,"[""Body soap"", ""Elevator"", ""Outdoor shower"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Shampoo"", ""Paid parking off premises"", ""Exterior security cameras on property"", ""First aid kit"", ""Kitchen"", ""Pool table"", ""Bed linens"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hot water"", ""Smoke alarm"", ""Self check-in"", ""Refrigerator"", ""Hangers"", ""Shower gel"", ""Books and reading material"", ""Wifi""]",20/05/2019,t,18/09/2024,17/09/2024,"Legal entity name and Legal form: Odysseehostel GmbH &amp; Co KG <br/>Legal representatives or Trade register number: Susan Jurisch <br/> Entity address: Singerstr. 109, 10179, Berlin, Deutschland <br/>Listing address: Singerstr. 109, 10179, Berlin, Deutschland",t,15135834.0,1.0,0.93,1.8,2.6,6.0,1.0,1.0,1.7,130.0,1.0,1125.0,22.0,44,319,19.3,3.7,0.3,4.6,4.73,4.55,4.79,4.71,4.59,4.56,0.5
